,Peak,T1_Time,D1_Time
0,Peak0,12.860257704379475,64.30128852189738
1,Peak1,1.4157419997805851,7.078709998902926
2,Peak2,7.318578276072171,36.592891380360854
3,Peak3,2.2589064242447607,11.294532121223803
4,Peak4,2.9515307368945782,14.757653684472892
5,Peak5,116006.92459256874,580034.6229628437
6,Peak6,1.4922314951179685,7.461157475589842
7,Peak7,0.7597845105702803,3.7989225528514012
