,Nucleus,T1_Time,D1_Time
0,Nucleus0,12.860257704379475,64.30128852189738
1,Nucleus1,1.4157419997805851,7.078709998902926
2,Nucleus2,7.318578276072171,36.592891380360854
3,Nucleus3,2.2589064242447607,11.294532121223803
4,Nucleus4,2.9515307368945782,14.757653684472892
5,Nucleus5,116006.92459256874,580034.6229628437
6,Nucleus6,1.4922314951179685,7.461157475589842
7,Nucleus7,0.7597845105702803,3.7989225528514012
