,Peak,T1_Time,D1_Time
0,183.7_ppm,12.860256612549158,63.0012830627458
1,143.4_ppm,1.4157419810917096,5.778709905458548
2,139.3_ppm,7.3185782648734,35.292891324367005
3,132.3_ppm,2.25890643104087,9.99453215520435
4,130.3_ppm,2.9515307510612203,13.4576537553061
5,47.5_ppm,1.4922315108008362,6.161157554004181
6,24.9_ppm,0.7597845531619071,2.498922765809535
